site,id,sex,agecat1,birthplace,ethn1,christian,edu,magic,name,category,y,ver
1,NAM004,1,1,Forest,2,0,0,0,c5_A,Maritime Knowledge,9,1
1,NAM004,1,1,Forest,2,0,0,0,c6_A,Agricultural Knowledge,5,1
1,NAM004,1,1,Forest,2,0,0,0,c7_A,Agricultural Knowledge,1,1
1,NAM004,1,1,Forest,2,0,0,0,c8_A,Agricultural Knowledge,15,1
1,NAM004,1,1,Forest,2,0,0,0,c10_A,Maritime Knowledge,0,1
1,NAM004,1,1,Forest,2,0,0,0,d1_A,Supernatural,0,1
1,NAM004,1,1,Forest,2,0,0,0,d2_A,Supernatural,0,1
1,NAM004,1,1,Forest,2,0,0,0,d3_A,Supernatural,0,1
1,NAM004,1,1,Forest,2,0,0,0,d4_A,Supernatural,0,1
1,NAM004,1,1,Forest,2,0,0,0,d5_A,Food Taboos,0,1
1,NAM004,1,1,Forest,2,0,0,0,d6_A,Food Taboos,0,1
1,NAM004,1,1,Forest,2,0,0,0,d7_A,Food Taboos,0,1
1,NAM004,1,1,Forest,2,0,0,0,d8_A,Food Taboos,0,1
1,NAM004,1,1,Forest,2,0,0,0,d9_A,Food Taboos,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b1_A,Social Organization & Gender,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b2_A,Social Organization & Gender,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b3_A,Social Organization & Gender,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b4_A,Social Organization & Gender,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b5_A,Social Organization & Gender,0,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b6_A,Social Organization & Gender,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b7_A,Social Organization & Gender,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b8_A,Social Organization & Gender,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b9_A,Social Organization & Gender,0,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b10_A,Social Organization & Gender,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b11_A,Social Organization & Gender,0,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,b13_A,Social Organization & Gender,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,c1_A,Foraging Knowledge,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,c2_A,Foraging Knowledge,0,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,c3_A,Foraging Knowledge,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,c5_A,Maritime Knowledge,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,c6_A,Agricultural Knowledge,5,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,c7_A,Agricultural Knowledge,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,c8_A,Agricultural Knowledge,0,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,c10_A,Maritime Knowledge,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,d1_A,Supernatural,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,d2_A,Supernatural,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,d3_A,Supernatural,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,d4_A,Supernatural,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,d5_A,Food Taboos,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,d6_A,Food Taboos,1,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,d7_A,Food Taboos,0,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,d8_A,Food Taboos,0,1
1,NAM079,0,0,Forest-Savanna edge,2,0,0,1,d9_A,Food Taboos,0,1
2,TAI006,0,0,City,1,1,10,0,b1_A,Social Organization & Gender,1,1
2,TAI006,0,0,City,1,1,10,0,b2_A,Social Organization & Gender,1,1
2,TAI006,0,0,City,1,1,10,0,b3_A,Social Organization & Gender,1,1
2,TAI006,0,0,City,1,1,10,0,b4_A,Social Organization & Gender,1,1
2,TAI006,0,0,City,1,1,10,0,b5_A,Social Organization & Gender,1,1
2,TAI006,0,0,City,1,1,10,0,b6_A,Social Organization & Gender,1,1
2,TAI006,0,0,City,1,1,10,0,b7_A,Social Organization & Gender,1,1
2,TAI006,0,0,City,1,1,10,0,b8_A,Social Organization & Gender,0,1
2,TAI006,0,0,City,1,1,10,0,b9_A,Social Organization & Gender,0,1
2,TAI006,0,0,City,1,1,10,0,b10_A,Social Organization & Gender,1,1
2,TAI006,0,0,City,1,1,10,0,b11_A,Social Organization & Gender,1,1
2,TAI006,0,0,City,1,1,10,0,b13_A,Social Organization & Gender,NA,1
2,TAI006,0,0,City,1,1,10,0,c1_A,Foraging Knowledge,1,1
2,TAI006,0,0,City,1,1,10,0,c2_A,Foraging Knowledge,0,1
2,TAI006,0,0,City,1,1,10,0,c3_A,Foraging Knowledge,1,1
2,TAI006,0,0,City,1,1,10,0,c5_A,Maritime Knowledge,NA,1
2,TAI006,0,0,City,1,1,10,0,c6_A,Agricultural Knowledge,5,1
2,TAI006,0,0,City,1,1,10,0,c7_A,Agricultural Knowledge,0,1
2,TAI006,0,0,City,1,1,10,0,c8_A,Agricultural Knowledge,0,1
2,TAI006,0,0,City,1,1,10,0,c10_A,Maritime Knowledge,NA,1
2,TAI006,0,0,City,1,1,10,0,d1_A,Supernatural,1,1
2,TAI006,0,0,City,1,1,10,0,d2_A,Supernatural,1,1
2,TAI006,0,0,City,1,1,10,0,d3_A,Supernatural,0,1
2,TAI006,0,0,City,1,1,10,0,d4_A,Supernatural,1,1
2,TAI006,0,0,City,1,1,10,0,d5_A,Food Taboos,0,1
2,TAI006,0,0,City,1,1,10,0,d6_A,Food Taboos,1,1
2,TAI006,0,0,City,1,1,10,0,d7_A,Food Taboos,0,1
2,TAI006,0,0,City,1,1,10,0,d8_A,Food Taboos,0,1
2,TAI006,0,0,City,1,1,10,0,d9_A,Food Taboos,0,1
2,TAI059,1,0,Savanna,1,0,0,1,b1_A,Social Organization & Gender,1,1
2,TAI059,1,0,Savanna,1,0,0,1,b2_A,Social Organization & Gender,1,1
2,TAI059,1,0,Savanna,1,0,0,1,b3_A,Social Organization & Gender,1,1
2,TAI059,1,0,Savanna,1,0,0,1,b4_A,Social Organization & Gender,0,1
2,TAI059,1,0,Savanna,1,0,0,1,b5_A,Social Organization & Gender,1,1
2,TAI059,1,0,Savanna,1,0,0,1,b6_A,Social Organization & Gender,1,1
2,TAI059,1,0,Savanna,1,0,0,1,b7_A,Social Organization & Gender,1,1
2,TAI059,1,0,Savanna,1,0,0,1,b8_A,Social Organization & Gender,1,1
2,TAI059,1,0,Savanna,1,0,0,1,b9_A,Social Organization & Gender,0,1
2,TAI059,1,0,Savanna,1,0,0,1,b10_A,Social Organization & Gender,1,1
2,TAI059,1,0,Savanna,1,0,0,1,b11_A,Social Organization & Gender,1,1
2,TAI059,1,0,Savanna,1,0,0,1,b13_A,Social Organization & Gender,NA,1
2,TAI059,1,0,Savanna,1,0,0,1,c1_A,Foraging Knowledge,0,1
2,TAI059,1,0,Savanna,1,0,0,1,c2_A,Foraging Knowledge,0,1
2,TAI059,1,0,Savanna,1,0,0,1,c3_A,Foraging Knowledge,1,1
2,TAI059,1,0,Savanna,1,0,0,1,c5_A,Maritime Knowledge,NA,1
2,TAI059,1,0,Savanna,1,0,0,1,c6_A,Agricultural Knowledge,5,1
2,TAI059,1,0,Savanna,1,0,0,1,c7_A,Agricultural Knowledge,1,1
2,TAI059,1,0,Savanna,1,0,0,1,c8_A,Agricultural Knowledge,0,1
2,TAI059,1,0,Savanna,1,0,0,1,c10_A,Maritime Knowledge,NA,1
2,TAI059,1,0,Savanna,1,0,0,1,d1_A,Supernatural,1,1
2,TAI059,1,0,Savanna,1,0,0,1,d2_A,Supernatural,1,1
2,TAI059,1,0,Savanna,1,0,0,1,d3_A,Supernatural,1,1
2,TAI059,1,0,Savanna,1,0,0,1,d4_A,Supernatural,0,1
2,TAI059,1,0,Savanna,1,0,0,1,d5_A,Food Taboos,0,1
2,TAI059,1,0,Savanna,1,0,0,1,d6_A,Food Taboos,0,1
2,TAI059,1,0,Savanna,1,0,0,1,d7_A,Food Taboos,0,1
2,TAI059,1,0,Savanna,1,0,0,1,d8_A,Food Taboos,0,1
2,TAI059,1,0,Savanna,1,0,0,1,d9_A,Food Taboos,0,1
2,TAI004,0,0,Savanna,1,0,0,0,b1_A,Social Organization & Gender,1,1
2,TAI004,0,0,Savanna,1,0,0,0,b2_A,Social Organization & Gender,1,1
2,TAI004,0,0,Savanna,1,0,0,0,b3_A,Social Organization & Gender,1,1
2,TAI004,0,0,Savanna,1,0,0,0,b4_A,Social Organization & Gender,1,1
2,TAI004,0,0,Savanna,1,0,0,0,b5_A,Social Organization & Gender,1,1
2,TAI004,0,0,Savanna,1,0,0,0,b6_A,Social Organization & Gender,1,1
2,TAI004,0,0,Savanna,1,0,0,0,b7_A,Social Organization & Gender,1,1
2,TAI004,0,0,Savanna,1,0,0,0,b8_A,Social Organization & Gender,1,1
2,TAI004,0,0,Savanna,1,0,0,0,b9_A,Social Organization & Gender,1,1
2,TAI004,0,0,Savanna,1,0,0,0,b10_A,Social Organization & Gender,1,1
2,TAI004,0,0,Savanna,1,0,0,0,b11_A,Social Organization & Gender,1,1
2,TAI004,0,0,Savanna,1,0,0,0,b13_A,Social Organization & Gender,NA,1
2,TAI004,0,0,Savanna,1,0,0,0,c1_A,Foraging Knowledge,0,1
2,TAI004,0,0,Savanna,1,0,0,0,c2_A,Foraging Knowledge,0,1
2,TAI004,0,0,Savanna,1,0,0,0,c3_A,Foraging Knowledge,1,1
2,TAI004,0,0,Savanna,1,0,0,0,c5_A,Maritime Knowledge,NA,1
2,TAI004,0,0,Savanna,1,0,0,0,c6_A,Agricultural Knowledge,5,1
2,TAI004,0,0,Savanna,1,0,0,0,c7_A,Agricultural Knowledge,1,1
2,TAI004,0,0,Savanna,1,0,0,0,c8_A,Agricultural Knowledge,0,1
2,TAI004,0,0,Savanna,1,0,0,0,c10_A,Maritime Knowledge,NA,1
2,TAI004,0,0,Savanna,1,0,0,0,d1_A,Supernatural,1,1
2,TAI004,0,0,Savanna,1,0,0,0,d2_A,Supernatural,1,1
2,TAI004,0,0,Savanna,1,0,0,0,d3_A,Supernatural,0,1
2,TAI004,0,0,Savanna,1,0,0,0,d4_A,Supernatural,0,1
2,TAI004,0,0,Savanna,1,0,0,0,d5_A,Food Taboos,1,1
2,TAI004,0,0,Savanna,1,0,0,0,d6_A,Food Taboos,0,1
2,TAI004,0,0,Savanna,1,0,0,0,d7_A,Food Taboos,0,1
2,TAI004,0,0,Savanna,1,0,0,0,d8_A,Food Taboos,0,1
2,TAI004,0,0,Savanna,1,0,0,0,d9_A,Food Taboos,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b1_A,Social Organization & Gender,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b2_A,Social Organization & Gender,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b3_A,Social Organization & Gender,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b4_A,Social Organization & Gender,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b5_A,Social Organization & Gender,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b6_A,Social Organization & Gender,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b7_A,Social Organization & Gender,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b8_A,Social Organization & Gender,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b9_A,Social Organization & Gender,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b10_A,Social Organization & Gender,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b11_A,Social Organization & Gender,1,1
2,TAI054,0,0,Savanna,1,0,0,0,b13_A,Social Organization & Gender,NA,1
2,TAI054,0,0,Savanna,1,0,0,0,c1_A,Foraging Knowledge,1,1
2,TAI054,0,0,Savanna,1,0,0,0,c2_A,Foraging Knowledge,0,1
2,TAI054,0,0,Savanna,1,0,0,0,c3_A,Foraging Knowledge,0,1
2,TAI054,0,0,Savanna,1,0,0,0,c5_A,Maritime Knowledge,NA,1
2,TAI054,0,0,Savanna,1,0,0,0,c6_A,Agricultural Knowledge,5,1
2,TAI054,0,0,Savanna,1,0,0,0,c7_A,Agricultural Knowledge,9,1
2,TAI054,0,0,Savanna,1,0,0,0,c8_A,Agricultural Knowledge,0,1
2,TAI054,0,0,Savanna,1,0,0,0,c10_A,Maritime Knowledge,NA,1
2,TAI054,0,0,Savanna,1,0,0,0,d1_A,Supernatural,1,1
2,TAI054,0,0,Savanna,1,0,0,0,d2_A,Supernatural,1,1
2,TAI054,0,0,Savanna,1,0,0,0,d3_A,Supernatural,0,1
2,TAI054,0,0,Savanna,1,0,0,0,d4_A,Supernatural,0,1
2,TAI054,0,0,Savanna,1,0,0,0,d5_A,Food Taboos,0,1
2,TAI054,0,0,Savanna,1,0,0,0,d6_A,Food Taboos,0,1
2,TAI054,0,0,Savanna,1,0,0,0,d7_A,Food Taboos,0,1
2,TAI054,0,0,Savanna,1,0,0,0,d8_A,Food Taboos,0,1
2,TAI054,0,0,Savanna,1,0,0,0,d9_A,Food Taboos,1,1
2,TAI064,0,1,Savanna,1,0,0,0,b1_A,Social Organization & Gender,1,1
2,TAI064,0,1,Savanna,1,0,0,0,b2_A,Social Organization & Gender,1,1
2,TAI064,0,1,Savanna,1,0,0,0,b3_A,Social Organization & Gender,1,1
2,TAI064,0,1,Savanna,1,0,0,0,b4_A,Social Organization & Gender,1,1
2,TAI064,0,1,Savanna,1,0,0,0,b5_A,Social Organization & Gender,0,1
2,TAI064,0,1,Savanna,1,0,0,0,b6_A,Social Organization & Gender,1,1
2,TAI064,0,1,Savanna,1,0,0,0,b7_A,Social Organization & Gender,1,1
2,TAI064,0,1,Savanna,1,0,0,0,b8_A,Social Organization & Gender,1,1
2,TAI064,0,1,Savanna,1,0,0,0,b9_A,Social Organization & Gender,1,1
2,TAI064,0,1,Savanna,1,0,0,0,b10_A,Social Organization & Gender,1,1
2,TAI064,0,1,Savanna,1,0,0,0,b11_A,Social Organization & Gender,1,1
2,TAI064,0,1,Savanna,1,0,0,0,b13_A,Social Organization & Gender,NA,1
2,TAI064,0,1,Savanna,1,0,0,0,c1_A,Foraging Knowledge,1,1
2,TAI064,0,1,Savanna,1,0,0,0,c2_A,Foraging Knowledge,0,1
2,TAI064,0,1,Savanna,1,0,0,0,c3_A,Foraging Knowledge,0,1
2,TAI064,0,1,Savanna,1,0,0,0,c5_A,Maritime Knowledge,NA,1
2,TAI064,0,1,Savanna,1,0,0,0,c6_A,Agricultural Knowledge,5,1
2,TAI064,0,1,Savanna,1,0,0,0,c7_A,Agricultural Knowledge,0,1
2,TAI064,0,1,Savanna,1,0,0,0,c8_A,Agricultural Knowledge,3,1
2,TAI064,0,1,Savanna,1,0,0,0,c10_A,Maritime Knowledge,NA,1
2,TAI064,0,1,Savanna,1,0,0,0,d1_A,Supernatural,1,1
2,TAI064,0,1,Savanna,1,0,0,0,d2_A,Supernatural,0,1
2,TAI064,0,1,Savanna,1,0,0,0,d3_A,Supernatural,1,1
2,TAI064,0,1,Savanna,1,0,0,0,d4_A,Supernatural,1,1
2,TAI064,0,1,Savanna,1,0,0,0,d5_A,Food Taboos,1,1
2,TAI064,0,1,Savanna,1,0,0,0,d6_A,Food Taboos,0,1
2,TAI064,0,1,Savanna,1,0,0,0,d7_A,Food Taboos,0,1
2,TAI064,0,1,Savanna,1,0,0,0,d8_A,Food Taboos,0,1
2,TAI064,0,1,Savanna,1,0,0,0,d9_A,Food Taboos,0,1
2,TAI057,1,1,Savanna,1,0,0,1,b1_A,Social Organization & Gender,1,1
2,TAI057,1,1,Savanna,1,0,0,1,b2_A,Social Organization & Gender,1,1
2,TAI057,1,1,Savanna,1,0,0,1,b3_A,Social Organization & Gender,1,1
2,TAI057,1,1,Savanna,1,0,0,1,b4_A,Social Organization & Gender,1,1
2,TAI057,1,1,Savanna,1,0,0,1,b5_A,Social Organization & Gender,0,1
2,TAI057,1,1,Savanna,1,0,0,1,b6_A,Social Organization & Gender,1,1
2,TAI057,1,1,Savanna,1,0,0,1,b7_A,Social Organization & Gender,1,1
2,TAI057,1,1,Savanna,1,0,0,1,b8_A,Social Organization & Gender,1,1
2,TAI057,1,1,Savanna,1,0,0,1,b9_A,Social Organization & Gender,1,1
2,TAI057,1,1,Savanna,1,0,0,1,b10_A,Social Organization & Gender,1,1
2,TAI057,1,1,Savanna,1,0,0,1,b11_A,Social Organization & Gender,1,1
2,TAI057,1,1,Savanna,1,0,0,1,b13_A,Social Organization & Gender,NA,1
2,TAI057,1,1,Savanna,1,0,0,1,c1_A,Foraging Knowledge,1,1
2,TAI057,1,1,Savanna,1,0,0,1,c2_A,Foraging Knowledge,0,1
2,TAI057,1,1,Savanna,1,0,0,1,c3_A,Foraging Knowledge,0,1
2,TAI057,1,1,Savanna,1,0,0,1,c5_A,Maritime Knowledge,NA,1
2,TAI057,1,1,Savanna,1,0,0,1,c6_A,Agricultural Knowledge,5,1
2,TAI057,1,1,Savanna,1,0,0,1,c7_A,Agricultural Knowledge,1,1
2,TAI057,1,1,Savanna,1,0,0,1,c8_A,Agricultural Knowledge,3,1
2,TAI057,1,1,Savanna,1,0,0,1,c10_A,Maritime Knowledge,NA,1
2,TAI057,1,1,Savanna,1,0,0,1,d1_A,Supernatural,0,1
2,TAI057,1,1,Savanna,1,0,0,1,d2_A,Supernatural,0,1
2,TAI057,1,1,Savanna,1,0,0,1,d3_A,Supernatural,0,1
2,TAI057,1,1,Savanna,1,0,0,1,d4_A,Supernatural,0,1
2,TAI057,1,1,Savanna,1,0,0,1,d5_A,Food Taboos,1,1
2,TAI057,1,1,Savanna,1,0,0,1,d6_A,Food Taboos,0,1
2,TAI057,1,1,Savanna,1,0,0,1,d7_A,Food Taboos,0,1
2,TAI057,1,1,Savanna,1,0,0,1,d8_A,Food Taboos,0,1
2,TAI057,1,1,Savanna,1,0,0,1,d9_A,Food Taboos,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b1_A,Social Organization & Gender,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b2_A,Social Organization & Gender,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b3_A,Social Organization & Gender,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b4_A,Social Organization & Gender,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b5_A,Social Organization & Gender,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b6_A,Social Organization & Gender,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b7_A,Social Organization & Gender,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b8_A,Social Organization & Gender,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b9_A,Social Organization & Gender,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b10_A,Social Organization & Gender,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b11_A,Social Organization & Gender,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,b13_A,Social Organization & Gender,NA,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,c1_A,Foraging Knowledge,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,c2_A,Foraging Knowledge,0,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,c3_A,Foraging Knowledge,0,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,c5_A,Maritime Knowledge,NA,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,c6_A,Agricultural Knowledge,5,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,c7_A,Agricultural Knowledge,9,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,c8_A,Agricultural Knowledge,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,c10_A,Maritime Knowledge,NA,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,d1_A,Supernatural,0,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,d2_A,Supernatural,0,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,d3_A,Supernatural,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,d4_A,Supernatural,1,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,d5_A,Food Taboos,0,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,d6_A,Food Taboos,0,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,d7_A,Food Taboos,0,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,d8_A,Food Taboos,0,1
2,TAI046,0,2,Forest-Savanna edge,1,0,3,0,d9_A,Food Taboos,0,1
2,TAI002,1,1,Savanna,1,0,0,1,b1_A,Social Organization & Gender,1,1
2,TAI002,1,1,Savanna,1,0,0,1,b2_A,Social Organization & Gender,1,1
2,TAI002,1,1,Savanna,1,0,0,1,b3_A,Social Organization & Gender,1,1
2,TAI002,1,1,Savanna,1,0,0,1,b4_A,Social Organization & Gender,1,1
2,TAI002,1,1,Savanna,1,0,0,1,b5_A,Social Organization & Gender,1,1
2,TAI002,1,1,Savanna,1,0,0,1,b6_A,Social Organization & Gender,1,1
2,TAI002,1,1,Savanna,1,0,0,1,b7_A,Social Organization & Gender,1,1
2,TAI002,1,1,Savanna,1,0,0,1,b8_A,Social Organization & Gender,1,1
2,TAI002,1,1,Savanna,1,0,0,1,b9_A,Social Organization & Gender,1,1
2,TAI002,1,1,Savanna,1,0,0,1,b10_A,Social Organization & Gender,1,1
2,TAI002,1,1,Savanna,1,0,0,1,b11_A,Social Organization & Gender,0,1
2,TAI002,1,1,Savanna,1,0,0,1,b13_A,Social Organization & Gender,NA,1
2,TAI002,1,1,Savanna,1,0,0,1,c1_A,Foraging Knowledge,1,1
2,TAI002,1,1,Savanna,1,0,0,1,c2_A,Foraging Knowledge,0,1
2,TAI002,1,1,Savanna,1,0,0,1,c3_A,Foraging Knowledge,0,1
2,TAI002,1,1,Savanna,1,0,0,1,c5_A,Maritime Knowledge,NA,1
2,TAI002,1,1,Savanna,1,0,0,1,c6_A,Agricultural Knowledge,4,1
2,TAI002,1,1,Savanna,1,0,0,1,c7_A,Agricultural Knowledge,1,1
2,TAI002,1,1,Savanna,1,0,0,1,c8_A,Agricultural Knowledge,3,1
2,TAI002,1,1,Savanna,1,0,0,1,c10_A,Maritime Knowledge,NA,1
2,TAI002,1,1,Savanna,1,0,0,1,d1_A,Supernatural,1,1
2,TAI002,1,1,Savanna,1,0,0,1,d2_A,Supernatural,1,1
2,TAI002,1,1,Savanna,1,0,0,1,d3_A,Supernatural,1,1
2,TAI002,1,1,Savanna,1,0,0,1,d4_A,Supernatural,1,1
2,TAI002,1,1,Savanna,1,0,0,1,d5_A,Food Taboos,0,1
2,TAI002,1,1,Savanna,1,0,0,1,d6_A,Food Taboos,0,1
2,TAI002,1,1,Savanna,1,0,0,1,d7_A,Food Taboos,0,1
2,TAI002,1,1,Savanna,1,0,0,1,d8_A,Food Taboos,0,1
2,TAI002,1,1,Savanna,1,0,0,1,d9_A,Food Taboos,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b1_A,Social Organization & Gender,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b2_A,Social Organization & Gender,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b3_A,Social Organization & Gender,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b4_A,Social Organization & Gender,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b5_A,Social Organization & Gender,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b6_A,Social Organization & Gender,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b7_A,Social Organization & Gender,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b8_A,Social Organization & Gender,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b9_A,Social Organization & Gender,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b10_A,Social Organization & Gender,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b11_A,Social Organization & Gender,0,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,b13_A,Social Organization & Gender,NA,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,c1_A,Foraging Knowledge,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,c2_A,Foraging Knowledge,0,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,c3_A,Foraging Knowledge,0,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,c5_A,Maritime Knowledge,NA,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,c6_A,Agricultural Knowledge,5,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,c7_A,Agricultural Knowledge,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,c8_A,Agricultural Knowledge,2,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,c10_A,Maritime Knowledge,NA,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,d1_A,Supernatural,0,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,d2_A,Supernatural,0,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,d3_A,Supernatural,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,d4_A,Supernatural,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,d5_A,Food Taboos,1,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,d6_A,Food Taboos,0,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,d7_A,Food Taboos,0,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,d8_A,Food Taboos,0,1
2,TAI075,0,1,Forest-Savanna edge,1,0,3,1,d9_A,Food Taboos,1,1
2,TAI070,0,1,Savanna,1,0,2,0,b1_A,Social Organization & Gender,1,1
2,TAI070,0,1,Savanna,1,0,2,0,b2_A,Social Organization & Gender,1,1
2,TAI070,0,1,Savanna,1,0,2,0,b3_A,Social Organization & Gender,1,1
2,TAI070,0,1,Savanna,1,0,2,0,b4_A,Social Organization & Gender,1,1
2,TAI070,0,1,Savanna,1,0,2,0,b5_A,Social Organization & Gender,1,1
2,TAI070,0,1,Savanna,1,0,2,0,b6_A,Social Organization & Gender,1,1
2,TAI070,0,1,Savanna,1,0,2,0,b7_A,Social Organization & Gender,1,1
2,TAI070,0,1,Savanna,1,0,2,0,b8_A,Social Organization & Gender,1,1
2,TAI070,0,1,Savanna,1,0,2,0,b9_A,Social Organization & Gender,1,1
2,TAI070,0,1,Savanna,1,0,2,0,b10_A,Social Organization & Gender,1,1
2,TAI070,0,1,Savanna,1,0,2,0,b11_A,Social Organization & Gender,0,1
2,TAI070,0,1,Savanna,1,0,2,0,b13_A,Social Organization & Gender,NA,1
2,TAI070,0,1,Savanna,1,0,2,0,c1_A,Foraging Knowledge,1,1
2,TAI070,0,1,Savanna,1,0,2,0,c2_A,Foraging Knowledge,0,1
2,TAI070,0,1,Savanna,1,0,2,0,c3_A,Foraging Knowledge,0,1
2,TAI070,0,1,Savanna,1,0,2,0,c5_A,Maritime Knowledge,NA,1
2,TAI070,0,1,Savanna,1,0,2,0,c6_A,Agricultural Knowledge,4,1
